# x,y
-0.805935,0.00448997
-0.171363,0.981176
-1.35472,1.18781
-1.2078,1.24543
-0.339772,4.08567
0.230101,4.26428
-0.293039,4.32022
0.460798,7.19929
1.16358,7.33219
1.48372,7.38016
1.2923,7.38274
1.97742,7.67268
1.95399,7.81972
0.371428,7.8209
-1.60584,8.68874
-1.92651,9.12944
-0.0790488,9.7591
0.323297,10.137
-0.00663711,10.4098
-0.216678,13.0212
-0.670803,13.1054
-1.76221,14.3654
-2.49396,31.2566
-2.56167,31.463
-3.43598,31.749
-4.84797,34.5244
-4.25564,34.5349
-5.45364,34.6405
-5.12844,34.7116
-2.97758,36.2556
-3.62076,39.1114
-1.79066,40.1307
-0.907388,40.2017
-1.10758,42.5487
0.48307,42.5487
-0.52954,46.0141
-0.628206,46.7838
-0.497449,49.6872
-0.569658,49.9609
0.437052,50.1604
-0.763372,50.4225
-0.550866,50.4585
-0.316943,50.8994
-0.729321,53.1212
-0.925052,53.1277
0.112993,53.3696
0.984256,56.4795
-1.18058,57.3829
-1.24378,61.3069
-1.69464,61.307
