# x,y
-1.42742,0.636597
-1.18971,1.61149
-1.67198,2.77176
-0.510614,3.19121
-0.830853,3.25834
0.000527177,4.7337
0.87022,4.9976
1.4972,5.9157
2.43473,9.92847
1.63572,11.1105
1.60738,13.0318
1.70832,13.3547
1.19873,13.6016
0.460127,13.6511
0.528578,14.1126
-0.624164,14.6015
0.695438,15.6891
1.86788,16.0796
2.83983,16.9255
3.08922,28.2478
6.64414,28.49
8.77684,32.0825
10.0109,32.5537
10.8279,33.8676
10.7707,34.0515
8.80679,35.3165
8.9225,36.5512
8.52162,37.141
7.55586,37.1763
6.68977,39.9764
7.8018,42.5307
8.0978,45.608
7.45492,49.5828
7.65887,53.5149
8.22391,53.5598
7.0604,54.0159
4.74421,54.0859
2.42198,56.1163
3.62603,59.0715
3.75284,62.9336
4.67163,63.0182
5.07148,63.5865
6.04008,65.7825
5.65283,65.8457
6.50307,66.3982
6.73501,66.419
4.89163,67.648
4.40668,67.703
4.21021,69.3137
4.55067,69.5919
