# x,y
0.961627,0.039598
0.555548,0.302173
0.397303,1.39358
0.436245,1.87323
0.435202,2.12548
0.252816,3.83675
-1.3738,4.26192
-3.51586,4.26192
-4.56272,4.29111
-4.28331,4.42452
-4.76927,5.96195
-5.64351,6.33259
-6.06038,6.42701
-5.42102,6.99653
-5.33339,7.23114
-4.54224,7.26996
-3.95155,9.09633
-3.07433,10.8298
-3.74497,10.8968
-3.38315,13.6982
-3.34424,13.7556
-2.45206,13.9144
-2.06378,14.3795
-2.16951,14.5514
-3.39974,16.6794
-1.99396,16.7897
-0.30988,17.9952
-0.727715,18.4867
-0.663356,18.937
-1.73185,19.2397
-2.03344,19.5709
-2.34259,21.6896
-2.8321,22.4139
-1.9463,23.8767
-0.867087,24.3399
-1.14348,24.6344
-0.621945,27.0328
0.0924981,27.0626
0.476791,28.4154
-0.162166,34.3314
0.654819,34.7181
1.33335,34.9799
1.38428,36.8508
1.80503,37.6206
1.46259,38.5493
3.04857,40.0141
5.17253,42.3275
4.62917,43.8715
4.63826,44.8676
5.09823,44.8872
