# x,y
-0.545316,0.535359
-2.05596,0.644017
-3.11647,1.86568
-1.86716,2.23523
-2.91115,2.57091
-3.58687,5.66678
-3.86756,13.2934
-3.514,13.3439
-2.35971,13.6364
-1.9073,14.1941
-2.5377,14.2381
-2.12597,15.6966
-1.71848,16.1386
-3.19461,18.9044
-5.52678,20.499
-5.75393,21.2698
-7.22053,22.3012
-6.59806,26.9898
-7.45717,27.0117
-6.46309,27.7479
-5.78281,30.6752
-3.85914,32.1141
-2.58445,32.1166
-2.35496,32.8965
-1.62906,32.8982
-1.96212,32.9082
-3.26319,33.3721
-3.57962,36.4364
-3.1792,38.4003
-1.48882,38.4126
-0.205672,38.5282
-2.16662,38.5671
-2.6561,38.7829
-4.31201,38.8253
-6.09944,40.7013
-7.00073,41.2506
-7.1385,44.11
-6.71137,44.3189
-7.99341,44.319
-5.75446,44.5178
-4.18335,44.5783
-2.51228,46.5587
-1.08597,47.1359
-1.13213,47.4356
-1.34337,47.486
0.256086,48.25
-1.31517,49.9785
-1.89485,49.9811
-1.36186,50.2177
-1.67097,50.7893
