# x,y
-1.51949,0.419496
-0.728972,0.9321
-0.277013,0.934994
-0.637401,1.02918
-1.51612,2.81953
0.134305,3.01189
-0.405617,4.78814
-1.06593,6.36463
-1.30413,8.41985
-1.68891,8.52702
-2.42441,8.53107
-1.37185,8.59968
-1.62857,9.02331
-1.29978,9.02502
-0.788229,12.3472
-0.538076,12.3958
-0.851118,12.7049
-0.962072,14.4402
-1.63421,14.6477
-0.978469,16.1638
-0.756319,17.1333
-2.20096,17.6713
-1.67875,17.925
-0.0564216,19.7253
0.997655,20.1952
0.781515,23.244
0.794408,23.6934
0.0196073,23.8907
1.05218,24.082
2.79543,25.7683
3.41066,25.9125
3.77632,25.9128
3.91236,26.1347
4.07004,26.2941
2.13649,27.7787
2.82225,30.2517
2.59746,30.6576
1.31846,33.1897
0.764451,35.498
1.41021,36.3397
0.994777,36.3441
1.86336,39.7451
1.53195,40.237
2.60267,47.9797
3.41837,48.1761
4.29482,55.3368
4.52683,55.4497
3.61791,55.7189
3.1386,57.515
3.76064,58.566
