# x,y
-0.624208,0.0529593
1.76113,0.846483
2.63113,0.945917
2.52285,1.0402
3.97116,2.1559
5.57252,2.16635
5.16089,6.39821
2.86403,8.05127
2.30079,8.05307
2.78879,8.0707
4.61945,11.6082
7.3347,12.772
7.60407,12.7726
7.23913,13.1156
6.35378,14.0082
5.66865,16.1585
5.63873,17.9459
7.04055,24.1263
6.31695,27.2305
6.3412,30.6011
6.33491,30.6017
5.99442,33.7009
6.98627,34.1873
7.91646,36.4284
8.14866,37.705
7.04777,37.7069
5.21468,37.9322
4.99803,37.963
2.04011,39.0964
1.25618,39.1967
1.67422,39.5645
2.73471,40.3493
2.54829,40.4027
2.28252,40.4239
3.14056,40.5808
3.75689,40.9207
3.09116,41.5776
2.7692,42.2444
2.69337,42.3755
2.64535,42.7744
2.71926,44.0555
3.02488,44.2625
3.83184,56.5075
4.5217,56.6088
2.33626,62.5058
1.7206,63.0695
0.682325,63.0699
-0.382179,64.9279
0.70815,65.2531
3.5197,66.818
