# x,y
0.0213749,2.50131
-1.112,2.63986
-1.94411,2.67124
-1.30635,3.06189
-1.9667,3.21711
-3.05906,4.27638
-2.42867,4.5866
-2.88608,4.92308
-0.558439,5.6305
0.0241372,5.70333
2.04927,5.70949
3.10066,5.97563
3.96643,6.02059
4.44262,10.5118
4.93561,10.5409
4.97783,10.8258
4.76645,11.2676
6.13378,11.3792
5.62411,11.7358
6.36594,11.7397
7.12761,11.8258
7.3055,12.7715
6.96382,13.2205
7.08732,14.2061
7.58979,14.3458
8.15783,15.0784
10.139,18.5103
10.3797,18.5252
11.3024,18.9903
11.1592,19.2521
10.8141,19.2608
12.1839,21.2815
9.77892,21.3021
9.02718,21.5613
8.10158,23.4756
8.33779,23.4881
9.36891,23.6521
8.14484,27.5291
7.13576,28.4584
7.51915,30.4059
9.52177,35.5515
11.8873,35.6295
13.5424,40.5284
12.1086,40.5825
12.4866,40.5851
11.338,41.1145
12.0687,41.6493
10.133,41.6622
11.0703,41.6644
12.6431,43.0498
